article_id,ticker,sentiment_label,confidence_score
2462,NVDA,neutral,0.9049
2463,INTC,neutral,0.8886
2464,NVDA,neutral,0.5863
2465,INTC,neutral,0.9182
2466,INTC,neutral,0.8819
2467,NVDA,neutral,0.9344
2468,CRM,neutral,0.9169
2469,INTC,neutral,0.8901
2470,NVDA,neutral,0.8379
2471,NVDA,neutral,0.9249
2472,NVDA,neutral,0.8896
2473,NVDA,negative,0.5291
2474,INTC,positive,0.8093
2475,NVDA,neutral,0.7124
2476,INTC,neutral,0.7582
2477,NVDA,neutral,0.6751
2478,NVDA,neutral,0.8686
2479,NVDA,neutral,0.6751
2480,NVDA,neutral,0.9371
2481,INTC,neutral,0.9384
2482,INTC,neutral,0.9486
2483,AAPL,neutral,0.9496
2484,INTC,neutral,0.9149
2485,INTC,neutral,0.6274
2486,NVDA,neutral,0.9295
2487,NVDA,neutral,0.9132
2488,NVDA,neutral,0.8637
2489,NVDA,neutral,0.9430
2490,NVDA,neutral,0.8882
2491,AMC,neutral,0.9493
2492,INTC,negative,0.8754
2493,IBM,neutral,0.8529
2494,INTC,neutral,0.9339
2495,NVDA,negative,0.9574
2496,INTC,neutral,0.8948
2497,NVDA,negative,0.5304
2498,TSLA,neutral,0.9416
2499,NVDA,neutral,0.9029
2500,INTC,neutral,0.8787
2501,AAPL,neutral,0.7960
2502,AAPL,neutral,0.9457
2503,ORCL,neutral,0.9282
2504,AAPL,neutral,0.9386
2505,NVDA,positive,0.8717
2506,NVDA,positive,0.8717
2507,INTC,positive,0.7559
2508,INTC,neutral,0.9050
2509,AAPL,neutral,0.9397
2510,INTC,neutral,0.6905
2511,INTC,negative,0.8669
2512,INTC,negative,0.8669
2513,INTC,negative,0.9586
2514,INTC,negative,0.9586
2515,NVDA,positive,0.8888
2516,NVDA,neutral,0.9370
2517,INTC,neutral,0.7978
2518,NVDA,negative,0.8692
2519,INTC,neutral,0.9538
2520,INTC,neutral,0.7424
2521,NVDA,neutral,0.7124
2522,NVDA,neutral,0.8802
2523,NVDA,negative,0.9565
2524,NVDA,neutral,0.5522
2525,NVDA,neutral,0.6091
2526,NVDA,positive,0.7019
2527,NVDA,neutral,0.9301
2528,INTC,positive,0.6354
2529,INTC,neutral,0.9387
2530,NVDA,negative,0.4773
2531,INTC,positive,0.7484
2532,INTC,neutral,0.8940
2533,NVDA,neutral,0.5166
2534,NVDA,neutral,0.9322
2535,GOOGL,neutral,0.9536
2536,NVDA,neutral,0.9106
2537,GOOGL,positive,0.6667
2538,GOOGL,neutral,0.9514
2539,INTC,neutral,0.8566
2540,NVDA,negative,0.9636
2541,NVDA,negative,0.9636
2542,INTC,neutral,0.8698
2543,MSFT,neutral,0.5236
2544,INTC,neutral,0.7769
2545,INTC,neutral,0.9175
2546,NVDA,positive,0.4991
2547,GME,neutral,0.8580
2548,TSLA,neutral,0.9148
2549,CRM,neutral,0.9520
2550,CRM,neutral,0.9502
2551,NVDA,neutral,0.7992
2552,INTC,neutral,0.5752
2553,NVDA,neutral,0.8686
2554,NVDA,positive,0.9299
2555,INTC,negative,0.7874
2556,NVDA,positive,0.9374
2557,TSLA,neutral,0.9315
2558,INTC,neutral,0.9445
2559,NVDA,neutral,0.9335
2560,INTC,negative,0.5773
2561,INTC,neutral,0.9138
2562,AAPL,neutral,0.8960
2563,INTC,negative,0.6684
2564,INTC,neutral,0.3502
2565,AAPL,neutral,0.9519
2566,NVDA,neutral,0.4951
2567,INTC,positive,0.5442
2568,INTC,negative,0.9715
2569,INTC,negative,0.8403
2570,INTC,positive,0.9115
2571,INTC,positive,0.9496
2572,IBM,neutral,0.9279
2573,INTC,positive,0.8909
2574,NVDA,positive,0.8661
2575,NVDA,neutral,0.7011
2576,NVDA,neutral,0.8974
2577,NVDA,positive,0.7785
2578,NVDA,negative,0.8320
2579,NVDA,positive,0.5309
2580,INTC,positive,0.8494
2581,INTC,positive,0.7942
2582,INTC,neutral,0.9002
2583,INTC,positive,0.7601
2584,NVDA,neutral,0.8572
2585,INTC,positive,0.7878
2586,INTC,neutral,0.9175
2587,IBM,negative,0.6074
2588,NVDA,positive,0.9366
2589,NVDA,negative,0.4570
2590,NVDA,neutral,0.9455
2591,NVDA,positive,0.9529
2592,NVDA,positive,0.4522
2593,INTC,neutral,0.9040
2594,AMZN,neutral,0.9473
2595,INTC,neutral,0.9437
2596,NVDA,neutral,0.6239
2597,TSLA,neutral,0.8927
2598,TSLA,negative,0.8974
2599,ADBE,positive,0.7398
2600,ADBE,positive,0.7775
2601,AAPL,neutral,0.9458
2602,GME,neutral,0.9490
2603,AAPL,negative,0.9584
2604,TSLA,negative,0.8456
2605,AAPL,neutral,0.9245
2606,AAPL,neutral,0.9493
2607,AAPL,neutral,0.9524
2608,AAPL,neutral,0.7821
2609,AAPL,neutral,0.4771
2610,AAPL,neutral,0.9276
2611,AAPL,neutral,0.9352
2612,AAPL,neutral,0.7452
2613,AAPL,positive,0.9453
2614,AAPL,neutral,0.9278
2615,AAPL,neutral,0.9496
2616,AAPL,neutral,0.7800
2617,AAPL,neutral,0.6044
2618,AAPL,neutral,0.9524
2619,AAPL,neutral,0.8751
2620,TSLA,neutral,0.8802
2621,TSLA,neutral,0.9369
2622,AMC,positive,0.9370
2623,AMZN,positive,0.9402
2624,AMZN,neutral,0.7455
2625,MSFT,neutral,0.9508
2626,NFLX,neutral,0.6619
2627,AMC,neutral,0.8833
2628,MSFT,neutral,0.9471
2629,META,neutral,0.9362
2630,AAPL,neutral,0.9502
2631,AAPL,neutral,0.9487
2632,AAPL,neutral,0.9479
2633,AMC,neutral,0.9523
2634,GME,neutral,0.9506
2635,AAPL,neutral,0.9523
2636,AMC,neutral,0.9513
2637,GME,neutral,0.9305
2638,NFLX,neutral,0.8990
2639,AMZN,neutral,0.9030
2640,GME,neutral,0.7891
2641,GME,neutral,0.9077
2642,AMZN,neutral,0.7142
2643,TSLA,neutral,0.9185
2644,TSLA,neutral,0.7646
2645,GME,neutral,0.8805
2646,MSFT,neutral,0.9404
2647,NFLX,neutral,0.9348
2648,META,neutral,0.9216
2649,NFLX,neutral,0.9324
2650,GME,neutral,0.9336
2651,TSLA,negative,0.5787
2652,MSFT,neutral,0.9379
2653,MSFT,neutral,0.9270
2654,AMZN,neutral,0.9085
2655,MSFT,neutral,0.8961
2656,NVDA,neutral,0.8662
2657,GOOGL,neutral,0.9172
2658,META,neutral,0.8746
2659,AMZN,neutral,0.8992
2660,MSFT,neutral,0.9347
2661,NVDA,neutral,0.9213
2662,TSLA,neutral,0.9081
2663,GOOGL,neutral,0.9285
2664,GOOGL,neutral,0.9249
2665,AMZN,neutral,0.8261
2666,GOOGL,neutral,0.9111
2667,GOOGL,neutral,0.9079
2668,TSLA,neutral,0.8700
2669,GOOGL,neutral,0.9231
2670,NFLX,negative,0.9616
2671,MSFT,neutral,0.9517
2672,META,neutral,0.9362
2673,TSLA,neutral,0.9341
2674,META,neutral,0.9506
2675,IBM,neutral,0.9449
2676,TSLA,neutral,0.9418
2677,NVDA,neutral,0.9341
2678,CSCO,neutral,0.9367
2679,AMC,neutral,0.9350
2680,AMZN,neutral,0.9536
2681,AAPL,neutral,0.9473
2682,AAPL,neutral,0.9482
2683,CSCO,neutral,0.9434
2684,AAPL,neutral,0.9452
2685,MSFT,neutral,0.9505
2686,NVDA,negative,0.6590
2687,AAPL,neutral,0.9496
2688,GOOGL,positive,0.8434
2689,TSLA,neutral,0.8927
2690,TSLA,neutral,0.9335
2691,AMC,positive,0.8708
2692,AMC,neutral,0.9328
2693,INTC,neutral,0.9522
2694,TSLA,neutral,0.9361
2695,NVDA,neutral,0.9517
2696,AMC,neutral,0.9530
2697,MSFT,neutral,0.9502
2698,AMC,neutral,0.9189
2699,NFLX,negative,0.9510
2700,NFLX,negative,0.9510
2701,NFLX,negative,0.9382
2702,NFLX,negative,0.9536
2703,NFLX,negative,0.9344
2704,NFLX,neutral,0.9371
2705,NVDA,neutral,0.9422
2706,AMC,neutral,0.8974
2707,META,neutral,0.9293
2708,TSLA,neutral,0.9443
2709,INTC,neutral,0.9289
2710,TSLA,neutral,0.9350
2711,CSCO,neutral,0.9350
2712,IBM,neutral,0.9413
2713,TSLA,neutral,0.8642
2714,CSCO,neutral,0.9375
2715,AMC,neutral,0.9525
2716,AMC,neutral,0.9531
2717,TSLA,neutral,0.8744
2718,NVDA,neutral,0.9357
2719,GME,neutral,0.9495
2720,TSLA,neutral,0.5413
2721,ORCL,neutral,0.9374
2722,GOOGL,neutral,0.9123
2723,NVDA,negative,0.4852
2724,META,neutral,0.9246
2725,AMZN,neutral,0.9309
2726,META,neutral,0.9515
2727,GME,neutral,0.9260
2728,AMC,neutral,0.7398
2729,AMZN,neutral,0.9079
2730,GME,neutral,0.9449
2731,GME,neutral,0.9443
2732,GOOGL,neutral,0.9360
2733,NFLX,neutral,0.9076
2734,ADBE,neutral,0.9236
2735,TSLA,neutral,0.9378
2736,META,neutral,0.9504
2737,META,neutral,0.9454
2738,TSLA,positive,0.8683
2739,AMC,neutral,0.9329
2740,NFLX,neutral,0.9103
2741,NVDA,positive,0.9342
2742,NVDA,positive,0.9449
2743,NVDA,neutral,0.9527
2744,ORCL,neutral,0.9439
2745,CRM,negative,0.9573
2746,TSLA,neutral,0.9017
2747,AAPL,neutral,0.9534
2748,AAPL,neutral,0.9510
2749,AAPL,neutral,0.9540
2750,AMC,neutral,0.9505
2751,ORCL,neutral,0.9330
2752,TSLA,neutral,0.8910
2753,AMC,neutral,0.9508
2754,AAPL,neutral,0.9470
2755,AMC,neutral,0.9511
2756,AMC,neutral,0.9444
2757,AMC,neutral,0.9516
2758,AAPL,neutral,0.9535
2759,TSLA,neutral,0.9231
2760,TSLA,negative,0.9249
2761,AMC,neutral,0.9520
2762,AMC,neutral,0.9527
2763,GME,neutral,0.9522
2764,GME,neutral,0.9526
2765,TSLA,neutral,0.8481
2766,AAPL,neutral,0.9504
2767,AAPL,neutral,0.9519
2768,GME,neutral,0.9506
2769,AMC,neutral,0.9530
2770,AMC,neutral,0.9533
2771,AMZN,negative,0.9535
2772,MSFT,positive,0.7148
2773,AMZN,positive,0.6618
2774,NFLX,neutral,0.9116
2775,GME,neutral,0.6792
2776,AMZN,neutral,0.8524
2777,GME,neutral,0.9250
2778,CSCO,neutral,0.7329
2779,AMC,neutral,0.9309
2780,AAPL,neutral,0.9526
2781,CRM,neutral,0.9534
2782,CRM,neutral,0.9523
2783,MSFT,neutral,0.9174
2784,NVDA,neutral,0.8970
2785,AMZN,neutral,0.5479
2786,AAPL,neutral,0.9524
2787,AMC,neutral,0.9529
2788,AMC,neutral,0.9517
2789,AAPL,neutral,0.9530
2790,AMC,neutral,0.9491
2791,AMC,neutral,0.9512
2792,AAPL,neutral,0.9503
2793,META,neutral,0.9503
2794,AAPL,neutral,0.9499
2795,AMC,neutral,0.7383
2796,AMC,neutral,0.9529
2797,AMC,neutral,0.9534
2798,AAPL,neutral,0.9534
2799,GME,neutral,0.9516
2800,AMC,neutral,0.9496
2801,AMC,neutral,0.9520
2802,AMC,neutral,0.9503
2803,AMC,neutral,0.9511
2804,TSLA,negative,0.4459
2805,TSLA,neutral,0.8142
2806,TSLA,positive,0.7946
2807,TSLA,neutral,0.5341
2808,GME,neutral,0.9480
2809,CRM,neutral,0.9339
2810,AAPL,neutral,0.9491
2811,INTC,neutral,0.9494
2812,AAPL,neutral,0.9509
2813,AMC,neutral,0.9499
2814,AAPL,neutral,0.9457
2815,TSLA,neutral,0.9361
2816,GME,negative,0.8436
2817,AAPL,neutral,0.9474
2818,TSLA,positive,0.6718
2819,GOOGL,neutral,0.4955
2820,AMZN,negative,0.9535
2821,AAPL,neutral,0.9511
2822,AAPL,positive,0.7429
2823,NFLX,neutral,0.8758
2824,NFLX,negative,0.7427
2825,AAPL,positive,0.5405
2826,INTC,neutral,0.9522
2827,AMC,neutral,0.9464
2828,AAPL,neutral,0.9401
2829,NVDA,positive,0.9342
2830,NVDA,positive,0.9449
2831,NVDA,positive,0.9003
2832,AAPL,neutral,0.9449
2833,AMC,neutral,0.9523
2834,AAPL,neutral,0.9530
2835,INTC,neutral,0.9017
2836,TSLA,negative,0.5230
2837,MSFT,neutral,0.8516
2838,GME,neutral,0.8669
2839,GME,neutral,0.8805
2840,GME,negative,0.8081
2841,AMC,positive,0.8884
2842,GME,negative,0.9357
2843,GME,neutral,0.5659
2844,GME,negative,0.6246
2845,AMZN,positive,0.9022
2846,INTC,neutral,0.9471
2847,AAPL,neutral,0.9437
2848,IBM,neutral,0.9433
2849,AAPL,positive,0.7225
2850,AAPL,positive,0.9007
2851,AAPL,positive,0.7225
2852,MSFT,neutral,0.9508
2853,AAPL,neutral,0.9510
2854,NFLX,neutral,0.5353
2855,AMZN,negative,0.9332
2856,CRM,neutral,0.9506
2857,TSLA,positive,0.8015
2858,TSLA,negative,0.9601
2859,TSLA,negative,0.9617
2860,AMC,neutral,0.9530
2861,AMC,neutral,0.9530
2862,AAPL,neutral,0.9462
2863,AAPL,neutral,0.9514
2864,AMC,neutral,0.9498
2865,AAPL,neutral,0.9494
2866,TSLA,neutral,0.6160
2867,AAPL,neutral,0.6857
2868,CSCO,neutral,0.9268
2869,AAPL,neutral,0.9491
2870,ORCL,positive,0.6727
2871,META,positive,0.9000
2872,META,negative,0.4587
2873,META,positive,0.8634
2874,META,positive,0.8189
2875,AAPL,positive,0.9361
2876,AAPL,positive,0.8717
2877,CRM,neutral,0.9307
2878,GME,positive,0.8701
2879,AMZN,neutral,0.9409
2880,ADBE,negative,0.4448
2881,AAPL,neutral,0.9519
2882,AMZN,positive,0.5261
2883,NFLX,neutral,0.9348
2884,IBM,positive,0.8416
2885,NFLX,neutral,0.7526
2886,GME,negative,0.9514
2887,AMC,neutral,0.9527
2888,META,neutral,0.9485
2889,AMC,neutral,0.9543
2890,AMC,neutral,0.9525
2891,AMC,neutral,0.9521
2892,GME,neutral,0.8956
2893,GOOGL,neutral,0.9377
2894,AMC,neutral,0.9504
2895,AMC,neutral,0.9504
2896,AMC,neutral,0.9504
2897,AMZN,neutral,0.9538
2898,AMZN,neutral,0.9530
2899,CSCO,neutral,0.9518
2900,AMC,neutral,0.9534
2901,AMC,neutral,0.9516
2902,AMC,neutral,0.9507
2903,CSCO,neutral,0.8880
2904,AMC,neutral,0.9509
2905,AMC,neutral,0.9526
2906,GME,neutral,0.9520
2907,AMC,neutral,0.9540
2908,AMC,neutral,0.9535
2909,AMC,neutral,0.9525
2910,AAPL,neutral,0.9531
2911,AAPL,neutral,0.9535
2912,AMC,neutral,0.9536
2913,META,neutral,0.9483
2914,META,neutral,0.9506
2915,AAPL,neutral,0.9527
2916,META,neutral,0.9499
2917,GME,neutral,0.4918
2918,AAPL,neutral,0.9511
2919,AMC,neutral,0.9535
2920,GME,neutral,0.7736
2921,AMC,neutral,0.9535
2922,MSFT,neutral,0.6375
2923,AMC,neutral,0.9493
2924,GME,neutral,0.9504
2925,GME,neutral,0.5347
2926,AAPL,neutral,0.9519
2927,AMC,neutral,0.9501
2928,AMC,neutral,0.9500
2929,AMC,neutral,0.9523
2930,GME,neutral,0.8064
2931,GME,neutral,0.9523
2932,GME,neutral,0.8742
2933,GME,neutral,0.5278
2934,AMC,neutral,0.9517
2935,GME,neutral,0.9490
2936,AMZN,positive,0.9307
2937,GME,neutral,0.9502
2938,AMZN,positive,0.8763
2939,GME,neutral,0.9538
2940,GME,neutral,0.9039
2941,AMC,neutral,0.9471
2942,GME,neutral,0.6442
2943,GME,neutral,0.7990
2944,GME,neutral,0.9399
2945,GME,neutral,0.9513
2946,GME,neutral,0.6151
2947,GME,neutral,0.9452
2948,GME,positive,0.7050
2949,GME,positive,0.5397
2950,AMC,neutral,0.9511
2951,GOOGL,positive,0.6423
2952,GME,neutral,0.9526
2953,AAPL,neutral,0.9505
2954,AAPL,neutral,0.9461
2955,AAPL,neutral,0.9470
2956,MSFT,neutral,0.9411
2957,TSLA,neutral,0.8481
2958,META,neutral,0.9293
2959,TSLA,neutral,0.9261
2960,TSLA,neutral,0.4587
2961,AMC,neutral,0.9501
2962,META,neutral,0.9212
2963,META,negative,0.9191
2964,ORCL,neutral,0.9509
2965,AAPL,neutral,0.9503
2966,META,neutral,0.9035
2967,CRM,neutral,0.7867
2968,META,neutral,0.9216
2969,AMZN,neutral,0.9157
2970,GOOGL,neutral,0.9288
2971,AAPL,neutral,0.7232
2972,META,negative,0.4952
2973,TSLA,neutral,0.9328
2974,META,positive,0.4658
2975,AMC,neutral,0.9526
2976,AMZN,neutral,0.9470
2977,META,negative,0.4598
2978,TSLA,neutral,0.5611
2979,META,neutral,0.9499
2980,META,negative,0.8307
2981,TSLA,positive,0.5988
2982,NVDA,neutral,0.9256
2983,META,neutral,0.7649
2984,META,neutral,0.7741
2985,AMZN,negative,0.9332
2986,META,neutral,0.8528
2987,CSCO,positive,0.8216
2988,AAPL,neutral,0.9502
2989,AMZN,negative,0.9650
2990,AMZN,negative,0.9660
2991,AMZN,negative,0.9692
2992,AMZN,negative,0.9671
2993,AMZN,negative,0.9646
2994,AMZN,negative,0.8819
2995,AMZN,neutral,0.9399
2996,META,neutral,0.8582
2997,META,neutral,0.5641
2998,AMC,neutral,0.9532
2999,NVDA,neutral,0.9290
3000,AAPL,neutral,0.9509
3001,AMZN,neutral,0.9343
3002,META,neutral,0.8518
3003,GOOGL,neutral,0.4904
3004,GOOGL,neutral,0.9360
3005,AAPL,neutral,0.9519
3006,NVDA,neutral,0.9213
3007,META,neutral,0.9058
3008,AMZN,neutral,0.9297
3009,TSLA,positive,0.5078
3010,IBM,positive,0.7409
3011,INTC,neutral,0.6573
3012,META,neutral,0.9524
3013,ORCL,neutral,0.9436
3014,AMC,positive,0.8091
3015,AAPL,neutral,0.9534
3016,AAPL,neutral,0.9525
3017,AMC,neutral,0.9519
3018,NFLX,neutral,0.4973
3019,AAPL,neutral,0.9511
3020,AMC,neutral,0.9535
3021,AAPL,neutral,0.9472
3022,AAPL,neutral,0.9525
3023,AAPL,neutral,0.9521
3024,TSLA,neutral,0.6396
3025,AMC,neutral,0.9517
3026,AMC,neutral,0.9519
3027,AMC,neutral,0.9523
3028,AMC,neutral,0.9535
3029,NFLX,neutral,0.6132
3030,AAPL,neutral,0.9515
3031,AMC,neutral,0.9531
3032,GME,neutral,0.9522
3033,GME,neutral,0.9524
3034,AAPL,neutral,0.9499
3035,AAPL,neutral,0.9470
3036,AAPL,neutral,0.9449
3037,AMC,neutral,0.9458
3038,AAPL,neutral,0.9505
3039,AMC,neutral,0.9509
3040,AAPL,neutral,0.9440
3041,GME,neutral,0.9525
3042,GME,neutral,0.9504
3043,AMC,neutral,0.9496
3044,TSLA,neutral,0.9286
3045,AMC,neutral,0.9515
3046,AAPL,neutral,0.9470
3047,AAPL,neutral,0.9489
3048,AAPL,neutral,0.9458
3049,AMZN,neutral,0.9073
3050,ADBE,positive,0.7191
3051,GME,negative,0.9628
3052,GME,neutral,0.9513
3053,IBM,negative,0.9700
3054,NFLX,neutral,0.9263
3055,NFLX,positive,0.9068
3056,AAPL,neutral,0.9428
3057,AAPL,neutral,0.9537
3058,MSFT,neutral,0.6627
3059,AAPL,neutral,0.9455
3060,AAPL,neutral,0.9370
3061,AMZN,neutral,0.8326
3062,AAPL,neutral,0.9204
3063,NVDA,neutral,0.9186
3064,NVDA,neutral,0.9384
3065,GME,neutral,0.8409
3066,GME,neutral,0.8039
3067,GME,positive,0.8659
3068,GME,positive,0.8659
3069,GME,positive,0.6537
3070,GME,negative,0.9514
3071,GME,neutral,0.9132
3072,GME,neutral,0.8375
3073,AAPL,neutral,0.9408
3074,GME,neutral,0.7196
3075,TSLA,neutral,0.9359
3076,AAPL,neutral,0.9474
3077,AAPL,neutral,0.9463
3078,AAPL,neutral,0.9474
3079,AMC,neutral,0.9477
3080,AAPL,neutral,0.9469
3081,AAPL,neutral,0.9505
3082,AMC,neutral,0.9471
3083,AAPL,neutral,0.9455
3084,META,neutral,0.9362
3085,TSLA,neutral,0.9341
3086,TSLA,neutral,0.9418
3087,AMZN,neutral,0.8704
3088,CRM,neutral,0.9339
3089,AMC,neutral,0.9520
3090,AMC,positive,0.5129
3091,AMC,neutral,0.8203
3092,GME,neutral,0.9080
3093,AMZN,neutral,0.9265
3094,AMC,neutral,0.9528
3095,AMC,neutral,0.9524
3096,AMC,neutral,0.9527
3097,AMZN,negative,0.8292
3098,TSLA,neutral,0.8892
3099,NFLX,neutral,0.8866
3100,IBM,neutral,0.9270
3101,AMZN,neutral,0.9123
3102,GME,neutral,0.9206
3103,INTC,negative,0.6908
3104,AAPL,neutral,0.9483
3105,AAPL,neutral,0.9502
3106,AMC,neutral,0.9498
3107,AMC,neutral,0.9490
3108,AMC,neutral,0.9525
3109,AAPL,neutral,0.9466
3110,TSLA,neutral,0.9385
3111,ADBE,neutral,0.9516
3112,NFLX,neutral,0.9408
3113,GME,neutral,0.9264
3114,META,neutral,0.9527
3115,INTC,neutral,0.9513
3116,INTC,neutral,0.9300
3117,GOOGL,neutral,0.9501
3118,IBM,neutral,0.9475
3119,GME,neutral,0.7279
3120,AMC,neutral,0.9530
3121,TSLA,neutral,0.8642
3122,AMC,neutral,0.9444
3123,GOOGL,neutral,0.5371
3124,META,negative,0.5529
3125,NFLX,neutral,0.5164
3126,META,neutral,0.9031
3127,TSLA,negative,0.5508
3128,MSFT,neutral,0.9531
3129,AMZN,neutral,0.9039
3130,META,neutral,0.9216
3131,AMC,neutral,0.9475
3132,NVDA,neutral,0.9297
3133,AAPL,neutral,0.9466
3134,TSLA,neutral,0.9328
3135,NVDA,neutral,0.9387
3136,AMZN,neutral,0.9026
3137,AMC,neutral,0.9417
3138,GOOGL,neutral,0.8822
3139,AMC,neutral,0.9464
3140,AMZN,neutral,0.8547
3141,CSCO,neutral,0.9327
3142,AMZN,neutral,0.9039
3143,META,neutral,0.9216
3144,TSLA,neutral,0.9328
3145,GOOGL,negative,0.9669
3146,AMZN,neutral,0.9026
3147,AMC,neutral,0.9417
3148,GOOGL,neutral,0.8822
3149,TSLA,neutral,0.8700
3150,INTC,neutral,0.9512
3151,AMC,neutral,0.9527
3152,AAPL,neutral,0.9464
3153,GME,neutral,0.9077
3154,AMC,neutral,0.9519
3155,AMC,negative,0.9266
3156,AMC,neutral,0.9444
3157,AAPL,neutral,0.9482
3158,AMC,neutral,0.9517
3159,AAPL,positive,0.6671
3160,CSCO,neutral,0.9478
3161,AAPL,neutral,0.9522
3162,TSLA,neutral,0.9498
3163,IBM,negative,0.8370
3164,IBM,negative,0.9648
3165,IBM,positive,0.5873
3166,IBM,negative,0.9522
3167,TSLA,negative,0.9213
3168,MSFT,positive,0.7338
3169,AMC,neutral,0.9480
3170,TSLA,neutral,0.9480
3171,AMC,neutral,0.9539
3172,IBM,neutral,0.9093
3173,AMC,neutral,0.9523
3174,AMC,neutral,0.9523
3175,AMC,neutral,0.9535
3176,AMC,neutral,0.9525
3177,TSLA,positive,0.5820
3178,AMC,neutral,0.9366
3179,AMC,neutral,0.9478
3180,AMC,neutral,0.9507
3181,AMC,neutral,0.9517
3182,GME,neutral,0.9520
3183,AAPL,neutral,0.9499
3184,AMC,neutral,0.9509
3185,AMC,neutral,0.9512
3186,TSLA,neutral,0.9327
3187,GOOGL,negative,0.9664
3188,GME,neutral,0.9516
3189,GME,neutral,0.9525
3190,GME,neutral,0.9504
3191,ORCL,neutral,0.9335
3192,AMC,neutral,0.9515
3193,GME,neutral,0.8761
3194,GME,neutral,0.8761
3195,GME,neutral,0.9538
3196,GME,neutral,0.5645
3197,GME,neutral,0.5645
3198,GME,neutral,0.5659
3199,GME,neutral,0.9169
3200,GME,neutral,0.8504
3201,GME,neutral,0.6442
3202,GME,neutral,0.9518
3203,GME,neutral,0.9526
3204,GOOGL,neutral,0.8939
3205,TSLA,neutral,0.8085
3206,TSLA,neutral,0.8642
3207,TSLA,neutral,0.9516
3208,AMC,neutral,0.9512
3209,AMC,neutral,0.9501
3210,NVDA,neutral,0.9512
3211,CRM,neutral,0.9312
3212,AMC,neutral,0.9350
3213,ORCL,neutral,0.5266
3214,ORCL,neutral,0.8869
3215,ADBE,neutral,0.9457
3216,ADBE,neutral,0.9355
3217,ADBE,neutral,0.9188
3218,AMZN,positive,0.7186
3219,MSFT,positive,0.7858
3220,IBM,neutral,0.9094
3221,IBM,neutral,0.9085
3222,IBM,neutral,0.9401
3223,CRM,neutral,0.9486
3224,CSCO,neutral,0.9499
3225,IBM,neutral,0.9298
3226,GOOGL,negative,0.8742
3227,IBM,positive,0.8883
3228,ADBE,neutral,0.9516
3229,ADBE,neutral,0.9530
3230,META,neutral,0.9194
3231,NVDA,neutral,0.6533
3232,GOOGL,neutral,0.9513
3233,CRM,neutral,0.6952
3234,NVDA,neutral,0.9178
3235,TSLA,negative,0.6419
3236,AMZN,neutral,0.6176
3237,AMZN,neutral,0.6176
3238,NFLX,negative,0.9344
3239,TSLA,neutral,0.9531
3240,TSLA,neutral,0.9528
3241,TSLA,neutral,0.8955
3242,AAPL,neutral,0.9444
3243,GME,neutral,0.8745
3244,CSCO,neutral,0.9434
3245,IBM,neutral,0.9526
3246,GOOGL,neutral,0.8726
3247,GME,negative,0.6587
3248,AMZN,neutral,0.5672
3249,META,neutral,0.5981
3250,AAPL,neutral,0.5339
3251,GME,negative,0.9055
3252,AMZN,positive,0.6006
3253,AMZN,neutral,0.5548
3254,AAPL,neutral,0.6682
3255,GME,neutral,0.9293
3256,CRM,neutral,0.9334
3257,GOOGL,neutral,0.5652
3258,AMZN,neutral,0.8488
3259,GME,positive,0.6088
3260,GME,neutral,0.8419
3261,GME,negative,0.5548
3262,AMC,neutral,0.9315
3263,AMZN,positive,0.7572
3264,GME,neutral,0.9179
3265,GME,neutral,0.6592
3266,GME,negative,0.6667
3267,GME,positive,0.7250
3268,GME,positive,0.9319
3269,GME,negative,0.9741
3270,NVDA,neutral,0.9279
3271,GME,neutral,0.8761
3272,GME,neutral,0.8761
3273,GME,neutral,0.8978
3274,GME,neutral,0.8978
3275,GME,negative,0.8409
3276,GME,negative,0.9308
3277,AMZN,neutral,0.7996
3278,GME,neutral,0.8209
3279,GME,neutral,0.6200
3280,TSLA,neutral,0.7925
3281,META,neutral,0.7416
3282,AMC,neutral,0.9290
3283,MSFT,neutral,0.9529
3284,TSLA,neutral,0.4452
3285,TSLA,neutral,0.9080
3286,GOOGL,positive,0.8385
3287,CSCO,neutral,0.9425
3288,TSLA,neutral,0.9078
3289,NVDA,neutral,0.9278
3290,AMC,neutral,0.9517
3291,TSLA,neutral,0.9029
3292,TSLA,negative,0.8543
3293,TSLA,neutral,0.9398
3294,TSLA,neutral,0.8383
3295,TSLA,neutral,0.9403
3296,AAPL,neutral,0.9485
3297,TSLA,positive,0.6747
3298,TSLA,neutral,0.8481
3299,TSLA,neutral,0.8547
3300,TSLA,positive,0.9367
3301,TSLA,neutral,0.8700
3302,TSLA,neutral,0.5801
3303,TSLA,neutral,0.5310
3304,TSLA,neutral,0.8625
3305,TSLA,neutral,0.8748
3306,TSLA,neutral,0.8748
3307,TSLA,neutral,0.9126
3308,AAPL,neutral,0.8783
3309,TSLA,neutral,0.8795
3310,AAPL,neutral,0.9476
3311,AMC,neutral,0.9366
3312,AMC,neutral,0.9328
3313,TSLA,negative,0.8319
3314,TSLA,neutral,0.9018
3315,TSLA,neutral,0.6161
3316,TSLA,neutral,0.8719
3317,TSLA,neutral,0.8173
3318,TSLA,neutral,0.8989
3319,TSLA,neutral,0.8025
3320,TSLA,neutral,0.8881
3321,TSLA,neutral,0.8822
3322,TSLA,neutral,0.5424
3323,AMC,neutral,0.9496
3324,META,neutral,0.9177
3325,TSLA,neutral,0.9361
3326,GME,neutral,0.9516
